Pelvis0,15.74441949,10.72697396,22.13573248,15.77537403,14.40783827
Pelvis2,15.78384158,10.70946353,22.18012961,16.04686688,14.48588116
Pelvis4,15.92824349,10.78429407,22.35922055,16.42923554,14.66827581
Pelvis6,16.11456231,10.90127964,22.6029507,16.85759777,14.92240395
Pelvis8,16.34865249,11.06323072,22.89026242,17.30763197,15.238308
Pelvis10,16.66436902,11.28871009,23.22964294,17.78263057,15.6098145
Pelvis12,17.06433249,11.56672072,23.59446753,18.26158632,16.0127278
Pelvis14,17.50309671,11.87297002,23.95854959,18.70694024,16.40174853
Pelvis16,17.92447213,12.18738447,24.30898761,19.0851243,16.76961089
Pelvis18,18.30493973,12.49398012,24.6319388,19.40529783,17.09449516
Pelvis20,18.62373603,12.77020514,24.90406451,19.65435845,17.36164723
Pelvis22,18.86523658,12.98729569,25.11240302,19.82298089,17.55525311
Pelvis24,19.01399181,13.12686535,25.2398533,19.90069188,17.66962433
Pelvis26,19.05663635,13.18407988,25.28280381,19.88710346,17.68826446
Pelvis28,18.99937592,13.15809914,25.23934969,19.78881113,17.6220796
Pelvis30,18.85711862,13.05785964,25.11621138,19.61311028,17.47713378
Pelvis32,18.65248695,12.89864588,24.92505271,19.37217803,17.25272368
Pelvis34,18.41273243,12.69773307,24.68135864,19.08169097,16.9604006
Pelvis36,18.15844159,12.4583591,24.40248254,18.76071131,16.61675535
Pelvis38,17.90811739,12.18979162,24.08980647,18.41813746,16.24001409
Pelvis40,17.65902969,11.89948812,23.75500704,18.06846821,15.84183133
Pelvis42,17.39957776,11.59374548,23.41700957,17.72997461,15.44830363
Pelvis44,17.15387089,11.29562213,23.08282901,17.42846725,15.07542471
Pelvis46,16.93761452,11.037581,22.77461693,17.19106486,14.74165348
Pelvis48,16.76048016,10.8492075,22.51737593,17.04563664,14.47577976
Pelvis50,16.6496992,10.7539284,22.34256875,16.9940188,14.31798486
Pelvis52,16.63025867,10.75755299,22.27703662,17.03292316,14.28034614
Pelvis54,16.67988066,10.85288056,22.32139677,17.16741572,14.34564758
Pelvis56,16.776003,11.01108812,22.45664564,17.38259697,14.49042886
Pelvis58,16.92713397,11.21542372,22.65878483,17.66682789,14.71729989
Pelvis60,17.14841173,11.46247828,22.91060357,18.00812108,15.01546295
Pelvis62,17.42342452,11.74625566,23.20437817,18.37203061,15.35694046
Pelvis64,17.72425982,12.05787375,23.51325731,18.72253474,15.71608772
Pelvis66,18.02177479,12.37386242,23.82145499,19.0338703,16.08136441
Pelvis68,18.310614,12.67161735,24.11110661,19.28780588,16.41061175
Pelvis70,18.56464641,12.93214624,24.36670902,19.46595833,16.69398915
Pelvis72,18.74898277,13.13613412,24.55950055,19.55978004,16.9137661
Pelvis74,18.83726727,13.26630109,24.67607482,19.55395746,17.05687871
Pelvis76,18.81877522,13.3096142,24.71434909,19.44307677,17.1415067
Pelvis78,18.69903138,13.27255611,24.67190916,19.21716641,17.1536129
Pelvis80,18.49553291,13.15739409,24.55504833,18.89285524,17.09279374
Pelvis82,18.22473571,12.97786022,24.37391933,18.49511234,16.95229924
Pelvis84,17.90572726,12.74215359,24.13957298,18.05482532,16.72796373
Pelvis86,17.56233903,12.47503801,23.86245245,17.58759214,16.43092643
Pelvis88,17.20754983,12.18695933,23.56005917,17.10104555,16.07137635
Pelvis90,16.85160703,11.88881684,23.24166758,16.62487268,15.66613179
Pelvis92,16.50583408,11.57718081,22.91777378,16.19434868,15.2313578
Pelvis94,16.17395263,11.26150172,22.59445301,15.83850801,14.81566982
Pelvis96,15.87988028,10.96442469,22.29673549,15.59284618,14.46999176
Pelvis98,15.65702363,10.72625253,22.0698617,15.50323625,14.23775065
Pelvis100,15.55021669,10.59825371,21.96611293,15.60362972,14.16118047
Hip0,44.13122235,40.00529377,52.7831283,47.22954149,51.19626376
Hip2,42.48483336,39.13091776,51.80084238,45.39497716,50.32954179
Hip4,40.99497074,38.36099809,51.10229363,43.86645162,49.69537398
Hip6,39.50646164,37.52231313,50.45372582,42.62952006,49.07583715
